RMSE                 ,Fourier,bior1.1,bior1.3,bior1.5,bior2.2,bior2.4,bior2.6,bior2.8,bior3.1,bior3.3,bior3.5,bior3.7,bior3.9,bior4.4,bior5.5,bior6.8,coif1,coif2,coif3,coif4,coif5,coif6,coif7,coif8,coif9,coif10,coif11,coif12,coif13,coif14,coif15,coif16,coif17,db1,db2,db3,db4,db5,db6,db7,db8,db9,db10,db11,db12,db13,db14,db15,db16,db17,db18,db19,db20,db21,db22,db23,db24,db25,db26,db27,db28,db29,db30,db31,db32,db33,db34,db35,db36,db37,db38,dmey,haar,rbio1.1,rbio1.3,rbio1.5,rbio2.2,rbio2.4,rbio2.6,rbio2.8,rbio3.1,rbio3.3,rbio3.5,rbio3.7,rbio3.9,rbio4.4,rbio5.5,rbio6.8,sym2,sym3,sym4,sym5,sym6,sym7,sym8,sym9,sym10,sym11,sym12,sym13,sym14,sym15,sym16,sym17,sym18,sym19,sym20
0.9999999999999999  ,-0.6724814207535353  ,0.7160591857106592  ,0.7131176412687772   ,0.712205392471923    ,0.7304859532621106   ,0.7289821978972791  ,0.7282411168255726  ,0.7276785120517163   ,0.7399309608715541  ,0.7368910317115631  ,0.7354015236271766   ,0.7344657274394981 ,0.7336705924408796 ,0.7320792026188494  ,0.7348556365920018   ,0.7318733003047871   ,0.7226954838333979  ,0.7287994634626063  ,0.7310941349335772  ,0.7321707472566301   ,0.7328138323324158   ,0.7333191436415923   ,0.733750707963834   ,0.7341784176010645   ,0.7345940451899581  ,0.7350181825325701   ,0.7353445944904913   ,0.7356619996279421  ,0.7358965584412077   ,0.7361513620982437  ,0.7363064273611287  ,0.7364139485629587   ,0.7364468980567465   ,0.7160591857106592  ,0.7223965177962799   ,0.7264707725629467  ,0.7290453870279601   ,0.730614467638067    ,0.731264798228403    ,0.7314698701670096   ,0.7319095935760384   ,0.7326042431687086   ,0.7333353052921323  ,0.7337118960906672  ,0.7338262252866399  ,0.733801180998027    ,0.7336801068479123  ,0.7336248757686054  ,0.7338734990574948   ,0.7342968714587438   ,0.7345771874805033   ,0.7347139777548535   ,0.7347540893022207   ,0.7347319167845935   ,0.7347012366757508  ,0.7348163254531405   ,0.7351086137075226  ,0.73538881534293     ,0.7354658047785633   ,0.7354525890380224   ,0.735494461400325   ,0.7354915680265985  ,0.7354971989607294   ,0.7356114472065712 ,0.7358184396303562   ,0.7359048231729278   ,0.7358718249459731  ,0.7358143027593286  ,0.7358204477760288  ,0.7358834871022512   ,0.7359527577918177   ,0.7351473260079879   ,0.7160591857106592  ,0.7160591857106592  ,0.7282806430912684  ,0.7321157495390804   ,0.7135628009043835  ,0.7250704701809015  ,0.7300530821635964  ,0.7324855599908979   ,0.68857237359871    ,0.7105622852944495   ,0.7212850874187767  ,0.7268629751715315   ,0.7299379051982898   ,0.7230677273852352   ,0.7239007446069196   ,0.7309703773145134   ,0.7223965177962867  ,0.7264707725629523   ,0.7284389611535584   ,0.7297003001862491   ,0.7309336545029251   ,0.7321799569359726   ,0.7320192866919631   ,0.7320408711961138   ,0.7325609347808368  ,0.7333201761398097 ,0.7330116899639922 ,0.7328201973914307   ,0.7332568030668318  ,0.7337316296789513  ,0.7334306260289101  ,0.7332272778900055  ,0.7335352472259066  ,0.7339863737882082   ,0.7337425973195316
-0.6724814207535355 ,0.9999999999999999   ,-0.4574275212496367 ,-0.45827836776279585 ,-0.45848213860955106 ,-0.44011361405185107 ,-0.4410839725220763 ,-0.4414952457512809 ,-0.44165427726179063 ,-0.4242252013657434 ,-0.4271591294753094 ,-0.42789634777951135 ,-0.428243747459184 ,-0.428325086001484 ,-0.4396976191868617 ,-0.44062552516555864 ,-0.44044258049746937 ,-0.4501416712477424 ,-0.4454847302241084 ,-0.4441202342710125 ,-0.44359994456676693 ,-0.44337323961253383 ,-0.44318765934634247 ,-0.4430478099289928 ,-0.44290955869267234 ,-0.4429040817694034 ,-0.44276315664397137 ,-0.44261238738311215 ,-0.4425077387896802 ,-0.44243687396730563 ,-0.4422112888856324 ,-0.4420343041830968 ,-0.44181881455303973 ,-0.44168254713027894 ,-0.4574275212496367 ,-0.45077553751443356 ,-0.4466145338178965 ,-0.44419749005122316 ,-0.44344054427112617 ,-0.44384604541217887 ,-0.44444452418595853 ,-0.44463961626366283 ,-0.44407472869114534 ,-0.4430138210937878 ,-0.4419677265499312 ,-0.4416565751911097 ,-0.44227139243569075 ,-0.4432723027120884 ,-0.4439085895631136 ,-0.44382191725550646 ,-0.44299291933184287 ,-0.44189699061095933 ,-0.44118042184138734 ,-0.44132507319619224 ,-0.44210701248061546 ,-0.4429536693982886 ,-0.44342077600232593 ,-0.4431835198152286 ,-0.44229206500953905 ,-0.44121857364500466 ,-0.44069852021324013 ,-0.4410646738293726 ,-0.4419109579764663 ,-0.44268163914713443 ,-0.442911739619814 ,-0.44249352511775525 ,-0.44155369186497745 ,-0.4406034095932403 ,-0.4402267516742992 ,-0.4406391597326451 ,-0.44152724036386803 ,-0.44220622005791654 ,-0.44247469911322357 ,-0.4574275212496367 ,-0.4574275212496367 ,-0.4463999433035849 ,-0.44342658503366406 ,-0.4572775991973538 ,-0.4513946243223177 ,-0.4490988760164408 ,-0.44816983545760897 ,-0.4634136257303229 ,-0.45675987899141895 ,-0.4525202399831677 ,-0.45039580740353247 ,-0.44938617180444046 ,-0.45130640066757804 ,-0.44927233887185813 ,-0.44703736044203685 ,-0.4507755375144246 ,-0.44661453381786614 ,-0.44605555957610016 ,-0.44585627847968273 ,-0.44467587588866897 ,-0.44329585560585133 ,-0.44406366000629804 ,-0.44457796563706015 ,-0.4438234206526925 ,-0.442672267484314 ,-0.443778182150174 ,-0.44425437085168734 ,-0.4437165000173274 ,-0.4425723571641566 ,-0.4436561925282412 ,-0.4441320042020732 ,-0.4435503312498017 ,-0.44248948821724327 ,-0.44361366364530663
0.7160591857106592  ,-0.45742752124963676 ,1.0                 ,0.9997064809530911   ,0.9993110758485134   ,0.9888339189709138   ,0.9895019034490857  ,0.9894703037650543  ,0.9892698822452496   ,0.9690118808862817  ,0.9741415914678505  ,0.9753557908770278   ,0.9756749947484821 ,0.9758122700586649 ,0.9857095241317891  ,0.9833759758545914   ,0.9846471230115698   ,0.9957167519674345  ,0.9898970812394092  ,0.9870126717816533  ,0.9852819585165103   ,0.9842586015371694   ,0.9835833218475839   ,0.9832106422293043  ,0.9830268219034127   ,0.9830746913556647  ,0.9831471223801992   ,0.9833315819780707   ,0.9835088498214373  ,0.983708789420556    ,0.9838190954793933  ,0.9839018754251964  ,0.9839025201193902   ,0.9838218278610851   ,1.0                 ,0.9963639931769395   ,0.9919547723915036  ,0.9890122576756019   ,0.9879012757955525   ,0.9878130621574339   ,0.9876149037451766   ,0.986954407454882    ,0.9858476744306733   ,0.9844994627599719  ,0.983419539374855   ,0.9831561521809239  ,0.9836086808069875   ,0.9840842555278544  ,0.9842113166508741  ,0.9839012256079911   ,0.9832282624860023   ,0.9824089151431507   ,0.981956375868249    ,0.9822304117534252   ,0.9828982681093755   ,0.9834343107641524  ,0.9835990683759902   ,0.9834019318629867  ,0.9828589717769821   ,0.9822757618045111   ,0.9821018518858088   ,0.9825433062939066  ,0.9832103238124476  ,0.9836670968561125   ,0.9837549396316382 ,0.9834944671644387   ,0.9829842221458788   ,0.9824831272046757  ,0.9824319978254267  ,0.9828943640162673  ,0.9834878027527542   ,0.9838500776808377   ,0.9823150987186489   ,1.0                 ,1.0                 ,0.992171951331223   ,0.9875293850686085   ,0.9982320196419888  ,0.9933067454534452  ,0.9896605507394961  ,0.9873605522722572   ,0.989079192181931   ,0.9958202427561225   ,0.9925585986239782  ,0.9895754349022768   ,0.9874840589642104   ,0.9941513172735006   ,0.9933595629617056   ,0.98812061829428     ,0.9963639931769364  ,0.9919547723915189   ,0.9909777133017681   ,0.9899141826187957   ,0.988220245411213    ,0.9861568753551394   ,0.9865346460357359   ,0.9863865925535085   ,0.9854443687523476  ,0.9840335170141397 ,0.9846138135566718 ,0.9846772768277413   ,0.9839788456350318  ,0.9828288982076371  ,0.9834612193299591  ,0.983631408345719   ,0.9831374195488332  ,0.9822136053355154   ,0.9828806500486426
0.7131176412687772  ,-0.4582783677627958  ,0.999706480953091   ,1.0                  ,0.9998137827978876   ,0.9874371241933687   ,0.9883810547392754  ,0.9885038147172286  ,0.9884018311613214   ,0.9662445335093549  ,0.9719143320321619  ,0.9733672448960641   ,0.9738363563785076 ,0.9740709698851509 ,0.984347855513479   ,0.9819332499841226   ,0.9834888279984776   ,0.9950480933365222  ,0.98898448012622    ,0.9860377701439464  ,0.984271858728799    ,0.9832119482079507   ,0.9824815572147846   ,0.9820431691585687  ,0.9817819444712701   ,0.9817482348492625  ,0.9817291650770181   ,0.9818220026406707   ,0.9819096402056432  ,0.9820244643734227   ,0.9820481750602514  ,0.9820533400113965  ,0.9819807083355093   ,0.9818424833581909   ,0.999706480953091   ,0.9956297543352786   ,0.9908147849799568  ,0.9876525670254432   ,0.9865852247798489   ,0.9866785375636838   ,0.9866238603311621   ,0.9859784535952373   ,0.9847627401680067   ,0.9832451323586451  ,0.9820413350944176  ,0.9817755009220146  ,0.9823280367046149   ,0.9829179355554758  ,0.9830965203050908  ,0.982736059572789    ,0.9819347331577781   ,0.9809707366535566   ,0.9804339035805523   ,0.9807187734586144   ,0.9814577892543658   ,0.9820586272201868  ,0.9822261643106823   ,0.9819548190205766  ,0.98128468006724     ,0.9805821429560353   ,0.9803481799392468   ,0.9808071952729579  ,0.9815331334611368  ,0.9820310259243256   ,0.9821051172382579 ,0.981767867242296    ,0.9811481421156547   ,0.9805539545161152  ,0.9804677063235095  ,0.9809589625306704  ,0.9816120266759406   ,0.9820112627335534   ,0.9809020799531445   ,0.999706480953091   ,0.999706480953091   ,0.9912242608875006  ,0.9864133202265932   ,0.9981389165698442  ,0.9926699955501715  ,0.9888246978965133  ,0.9864424093092524   ,0.9899191943119754  ,0.9955897095380373   ,0.9918736485450615  ,0.9886849576469519   ,0.9864947739982983   ,0.9936319153850004   ,0.9928132853549464   ,0.9872676954421834   ,0.9956297543352756  ,0.990814784979972    ,0.9900485667262546   ,0.9890649530454073   ,0.9872379098890205   ,0.984948758879377    ,0.9855495154618152   ,0.9855057851710086   ,0.9844646928131139  ,0.9828623507805951 ,0.9836232624441463 ,0.9837725496197296   ,0.9829835186424759  ,0.98166610026844    ,0.98244879263825    ,0.9826854482267524  ,0.9821034940231075  ,0.9810242484805374   ,0.981811916363842
0.7122053924719232  ,-0.458482138609551   ,0.9993110758485135  ,0.9998137827978874   ,1.0                  ,0.9870095593189259   ,0.9882418888965793  ,0.9885136045205216  ,0.9885014299548499   ,0.965520389249662   ,0.9714647607438838  ,0.9731311848824443   ,0.973718408809858  ,0.9740272643701711 ,0.9841760594965876  ,0.9818119236930215   ,0.9835421921806722   ,0.9947468264120312  ,0.9889586826457624  ,0.9861196099516155  ,0.9843966308325918   ,0.9833416799411502   ,0.982585838743723    ,0.9821031875894178  ,0.9817837118026244   ,0.9816810297277867  ,0.9815846634643454   ,0.9815979916004891   ,0.9816054637166859  ,0.9816399467205741   ,0.9815849165362993  ,0.9815211512453483  ,0.9813847862010106   ,0.9811927533410876   ,0.9993110758485135  ,0.9952550902641841   ,0.990469725721749   ,0.9873182318690507   ,0.9863247116569025   ,0.9865360105130737   ,0.9865868313230205   ,0.9859906440579933   ,0.9847549377779203   ,0.9831706567606688  ,0.9819072898944714  ,0.9816394961192857  ,0.9822507332665906   ,0.9829135264876581  ,0.9831349125567618  ,0.9827553252999054   ,0.9818806232819727   ,0.980824649212262    ,0.9802279976065721   ,0.980509824855295    ,0.9812869505443712   ,0.9819257277288544  ,0.982091814003006    ,0.9817699662233513  ,0.9810133406016703   ,0.9802256412170794   ,0.9799425096063387   ,0.9804030692406029  ,0.981158603119522   ,0.9816780125066169   ,0.9817375793899026 ,0.9813446396057935   ,0.9806472980435726   ,0.9799862923638688  ,0.9798701010909369  ,0.980373629610682   ,0.981060327821425    ,0.9814797174277852   ,0.9807817164612754   ,0.9993110758485135  ,0.9993110758485135  ,0.9908911373051378  ,0.9863482778651556   ,0.9979323777435605  ,0.9926291264376177  ,0.9888728349819219  ,0.9865459775188545   ,0.9896994401219524  ,0.9954067020104064   ,0.9917675372424802  ,0.9886356272054954   ,0.9864817233972163   ,0.993610903345245    ,0.9928562320872149   ,0.9873881335182874   ,0.9952550902641808  ,0.9904697257217634   ,0.9898653023007465   ,0.9890616334319503   ,0.9872407793467314   ,0.9848887907828762   ,0.985644460038234    ,0.9856827579651591   ,0.9846143110152284  ,0.9829246674477463 ,0.9837976180046026 ,0.9840009011342515   ,0.9831695685473465  ,0.9817631916127789  ,0.9826330068802371  ,0.9829080233571698  ,0.9822759912109996  ,0.9811068986875853   ,0.9819612787869553
0.7304859532621106  ,-0.44011361405185107 ,0.9888339189709139  ,0.9874371241933687   ,0.9870095593189258   ,0.9999999999999998   ,0.999766305537268   ,0.9994273701445464  ,0.999072402231623    ,0.9934524530634281  ,0.9959214244298459  ,0.9963024497724791   ,0.996243633209275  ,0.9961073838115576 ,0.9994992347200096  ,0.9983276196988956   ,0.9987184094864848   ,0.997734767471437   ,0.999236568843434   ,0.9987861641664919  ,0.9982112096404345   ,0.9977739291570012   ,0.9974926017405763   ,0.9973674802756834  ,0.9973661013999834   ,0.9974904520228678  ,0.9976740914554244   ,0.9978968621339961   ,0.9981165094553504  ,0.9982977168265934   ,0.9984248537565074  ,0.9985076193166076  ,0.9985318527325631   ,0.9984374180317137   ,0.9888339189709139  ,0.9965566567428273   ,0.9983868596578842  ,0.999002716695537    ,0.9993233534581009   ,0.9992249062664229   ,0.9987305304928187   ,0.998306424384913    ,0.9981330411905741   ,0.9980089079593759  ,0.997867915832293   ,0.9978519090967602  ,0.9978723405067269   ,0.9977018951603823  ,0.9974537699779824  ,0.9973504483367734   ,0.9973439421813458   ,0.9972731199294139   ,0.9972254531343657   ,0.9973578217401312   ,0.9974937118663877   ,0.9974821812281185  ,0.997439898468911    ,0.9974889851221072  ,0.9975187840206344   ,0.9974668711991219   ,0.9974858222495392   ,0.9976606238791691  ,0.9978113379883907  ,0.99783302321845     ,0.997831306811522  ,0.9978570452108223   ,0.9978183280160295   ,0.9977199849284313  ,0.9977364437972557  ,0.997903511760276   ,0.9980371044355029   ,0.9980754185165268   ,0.9972686737710649   ,0.9888339189709139  ,0.9888339189709139  ,0.9989221017014003  ,0.9989592950277547   ,0.99184711944057    ,0.9979302447943293  ,0.9985346737062661  ,0.9982724362450275   ,0.9617226972807285  ,0.9905440270429399   ,0.9957037055236717  ,0.9968486174946359   ,0.9969282791188863   ,0.9976230198082883   ,0.9973140843935417   ,0.9985377054184305   ,0.9965566567428309  ,0.9983868596578884   ,0.9993225583693245   ,0.9988040214417393   ,0.9991574387635086   ,0.9985989011281969   ,0.9987223672502459   ,0.9981604689922766   ,0.9982990778130605  ,0.9979050530132307 ,0.9976837791078471 ,0.997501706124181    ,0.9973939181078461  ,0.9973141970003883  ,0.9971560288208793  ,0.9970440922726466  ,0.9971410906730767  ,0.9969721973197815   ,0.9969012034297241
0.7289821978972791  ,-0.4410839725220763  ,0.9895019034490857  ,0.9883810547392754   ,0.9882418888965792   ,0.999766305537268    ,0.9999999999999999  ,0.9998358813630654  ,0.9995917076772973   ,0.9923207656421406  ,0.9953175616203096  ,0.996023273236158    ,0.99612702929375   ,0.9960895325868169 ,0.9995479789951605  ,0.9983154850736758   ,0.9990147188849721   ,0.9980471742298671  ,0.9996410845955795  ,0.9991939726674437  ,0.9986248135352207   ,0.9981691123639627   ,0.9978429624464822   ,0.9976590978774895  ,0.9975845343046741   ,0.9976297596800177  ,0.9977230644568871   ,0.9978574235173288   ,0.9979880079918532  ,0.998084048879498    ,0.998124156589346   ,0.9981311417521831  ,0.9980835684885013   ,0.9979297606692593   ,0.9895019034490857  ,0.9968728202239735   ,0.9985260229392058  ,0.9990889581270013   ,0.9994100775791068   ,0.9993890686848433   ,0.9989922625858845   ,0.9986128799454215   ,0.9984082377155238   ,0.9982043402925495  ,0.9979906180874136  ,0.9979613989910188  ,0.9980367671365883   ,0.9979413740964376  ,0.99773937355415    ,0.9976119535554723   ,0.9975211422343504   ,0.997342537973233    ,0.9972200063394717   ,0.9973418649073029   ,0.997517128996658    ,0.997549383587437   ,0.9975084940602391   ,0.9975029388530208  ,0.9974331734111689   ,0.9972818126373969   ,0.9972397619815586   ,0.9974162084669882  ,0.9976042917346684  ,0.9976581041575213   ,0.9976448717567131 ,0.997607229752213    ,0.9974772723256308   ,0.9972971078655573  ,0.9972761142185477  ,0.9974591026978001  ,0.9976359107222188   ,0.9977035914243573   ,0.9973337389366035   ,0.9895019034490857  ,0.9895019034490857  ,0.9990237865756074  ,0.9991260035011724   ,0.9926251463664204  ,0.9984891704224815  ,0.9989894361168689  ,0.9986938576543646   ,0.9632544070353571  ,0.9913601040811165   ,0.9962742042593984  ,0.9972861739313409   ,0.9972964958648075   ,0.9982879815592974   ,0.9979823396154298   ,0.9990492211964863   ,0.9968728202239773  ,0.9985260229392111   ,0.9995460985830518   ,0.999144416445943    ,0.9994873751223368   ,0.9988511192339043   ,0.9991156685032692   ,0.9986180657355391   ,0.9987243157348941  ,0.9982326158540125 ,0.9981150938289267 ,0.9979854909269181   ,0.9978265665371725  ,0.9976485210895631  ,0.9975778204156691  ,0.9975074521976763  ,0.9975489214539494  ,0.9972766153738513   ,0.997277521766531
0.7282411168255726  ,-0.44149524575128085 ,0.9894703037650543  ,0.9885038147172287   ,0.9885136045205216   ,0.9994273701445463   ,0.9998358813630653  ,0.9999999999999999  ,0.9998651155665504   ,0.9916700485192959  ,0.994897832415645   ,0.995847650340708    ,0.9961594808749341 ,0.996214264466598  ,0.9993342914258552  ,0.9982364311944685   ,0.9992100563818002   ,0.9979086216848227  ,0.9996797605397276  ,0.9994152168084136  ,0.9988938043851209   ,0.99845259537028     ,0.9981052740778117   ,0.9978790241078497  ,0.9977479763606759   ,0.9977262112559384  ,0.9977421792095221   ,0.9977995901765526   ,0.997851870085798   ,0.9978726981058809   ,0.9978373227969691  ,0.9977748118329659  ,0.997665451215582    ,0.9974596058021312   ,0.9894703037650543  ,0.996769724304561    ,0.9983643121124373  ,0.9989059651161154   ,0.9993182372748582   ,0.9993802097773424   ,0.9990560483751048   ,0.9987184169092294   ,0.9985160171534434   ,0.9982828932707114  ,0.9980369501295135  ,0.9979965366481572  ,0.9980908285234982   ,0.9980283273860406  ,0.9978493995838162  ,0.9977143375969778   ,0.997583867509454    ,0.9973499786369063   ,0.9971831839845721   ,0.9972918798243008   ,0.9974805545945352   ,0.9975321252167442  ,0.9974929810949338   ,0.9974565870626872  ,0.9973278606183865   ,0.9971105043505327   ,0.9970218262720458   ,0.9971848410347917  ,0.9973836919222742  ,0.9974494249995726   ,0.9974250952021134 ,0.9973455501602045   ,0.9971546491618339   ,0.9969160303932344  ,0.9968627402632888  ,0.9970459922566595  ,0.9972436969098809   ,0.9973275999327991   ,0.9973841565348145   ,0.9894703037650543  ,0.9894703037650543  ,0.9988534217741095  ,0.9990216326078788   ,0.992661347485433   ,0.9984759763637934  ,0.9991666215401367  ,0.9989299326415152   ,0.9635176055727478  ,0.9914119677836608   ,0.9963592984035654  ,0.9974598219286818   ,0.9975043916208294   ,0.998293694526892    ,0.9981527022366297   ,0.999320112627899    ,0.9967697243045637  ,0.9983643121124437   ,0.9994067856703895   ,0.9991185495646846   ,0.9995156432240091   ,0.9989480079132478   ,0.9993109043017497   ,0.998887923397081    ,0.9989975757678794  ,0.9984740274144532 ,0.9984220830163423 ,0.998324416741296    ,0.9981517670813534  ,0.9979291881330118  ,0.9979028152307016  ,0.997850373040595   ,0.9978641963237045  ,0.9975413511161999   ,0.9975731752884605
0.7276785120517164  ,-0.4416542772617906  ,0.9892698822452496  ,0.9884018311613213   ,0.9885014299548499   ,0.9990724022316231   ,0.9995917076772973  ,0.9998651155665504  ,0.9999999999999999   ,0.9911678944963824  ,0.9945341110045589  ,0.9955979609015484   ,0.996092004841057  ,0.9963061770464089 ,0.9990677581408708  ,0.9980397833681424   ,0.9993023474405555   ,0.9976559197623666  ,0.9995105886004383  ,0.999451570424236   ,0.9990683097163888   ,0.9986508609825774   ,0.9983003114061321   ,0.9980440464870703  ,0.9978658031148616   ,0.997784966674546   ,0.9977371648749332   ,0.9977249960370472   ,0.9977091141123369  ,0.9976634116088322   ,0.9975607780993395  ,0.9974377287546823  ,0.997274855722563    ,0.997022476478167    ,0.9892698822452496  ,0.9965486022195332   ,0.9981211434120886  ,0.998648892068252    ,0.9990841819281595   ,0.999277579224156    ,0.9990327215810655   ,0.9987331884591535   ,0.9985388745966863   ,0.9982919802210681  ,0.9980285070788198  ,0.9979819639335722  ,0.9980876888686689   ,0.9980434159644973  ,0.9978753015170572  ,0.9977319656481395   ,0.997575160228799    ,0.9973061047789359   ,0.9971086415561392   ,0.9971985983920567   ,0.9973828173384405   ,0.9974338339636714  ,0.9973862323565817   ,0.9973255955685311  ,0.9971567878170167   ,0.9968976010717763   ,0.9967763456758202   ,0.9969255738952094  ,0.9971252241570775  ,0.9971939007438475   ,0.9971609350213287 ,0.9970563284389512   ,0.9968285569453107   ,0.9965515643050564  ,0.9964728938814433  ,0.9966499033551582  ,0.9968547403482869   ,0.9969464853462973   ,0.9974111729985987   ,0.9892698822452496  ,0.9892698822452496  ,0.9986034037576741  ,0.9988186444804285   ,0.992500989742979   ,0.9983109754204625  ,0.9990644693511475  ,0.9990354871617061   ,0.963477934207584   ,0.9912657295560271   ,0.9962235363021362  ,0.9974406418850084   ,0.9976019642475269   ,0.9981356940403333   ,0.9980875198517989   ,0.9994489279751056   ,0.9965486022195368  ,0.9981211434120945   ,0.9991632484038633   ,0.9989529251512208   ,0.9993603297227511   ,0.9988470815119679   ,0.9993156841101133   ,0.9990020900883103   ,0.9991480796187799  ,0.9986260010025989 ,0.9986324831008503 ,0.9985668950668142   ,0.9983919212344122  ,0.9981489715436771  ,0.9981533336378007  ,0.9981119362377097  ,0.9981084710542195  ,0.997756513555593    ,0.9978047681665886
0.7399309608715541  ,-0.4242252013657434  ,0.9690118808862817  ,0.9662445335093549   ,0.965520389249662    ,0.9934524530634282   ,0.9923207656421407  ,0.9916700485192959  ,0.9911678944963825   ,0.9999999999999998  ,0.999278178137015   ,0.9985266305067816   ,0.9978915057022834 ,0.9973495560478398 ,0.9946750127046619  ,0.9954536548340558   ,0.9938684003022711   ,0.9843802487522776  ,0.9907901374002932  ,0.9921257198400901  ,0.9924726283635145   ,0.9925515670432286   ,0.9926625949713636   ,0.9928130824899227  ,0.9930531353431921   ,0.9933315013293671  ,0.993716004439095    ,0.9940728171006636   ,0.9944305564749342  ,0.994699051502825    ,0.9949453465657548  ,0.9951179281711755  ,0.9952469051783643   ,0.9952090619913666   ,0.9690118808862817  ,0.9836629122005419   ,0.9892049596129622  ,0.9917261462822334   ,0.9926122703625379   ,0.9924560783147527   ,0.9920215833738688   ,0.9920052884623991   ,0.9925579673166678   ,0.9932755464718891  ,0.993717324157226   ,0.993753020515549   ,0.99339657543889     ,0.9928165787524847  ,0.9924019039321964  ,0.9925379999473981   ,0.9930655349277587   ,0.9935728315574481   ,0.9938147088136883   ,0.993804208948093    ,0.9935419477517056   ,0.9931751147988344  ,0.993048270478237    ,0.9933307236683233  ,0.9938439851686851   ,0.9942371481906249   ,0.994423003607161    ,0.9943990320345535  ,0.9941737076857868  ,0.9939025664466896   ,0.9938704685373174 ,0.9941526673141474   ,0.9945243652586552   ,0.9947872393292996  ,0.9948867689766611  ,0.9948368620102546  ,0.9946179445332819   ,0.9944177167134921   ,0.9936448825800528   ,0.9690118808862817  ,0.9690118808862817  ,0.9900366714270062  ,0.9931257699535052   ,0.972793486349882   ,0.9862294079226673  ,0.9899534185713713  ,0.9912551025381938   ,0.9300536709400268  ,0.9716114716492791   ,0.9826082423696016  ,0.9868503078493924   ,0.9886403008278746   ,0.9846494823070838   ,0.9858956196714599   ,0.9908091357141333   ,0.9836629122005494  ,0.9892049596129694   ,0.9903871845802044   ,0.9909088044387707   ,0.9920337545182256   ,0.993216889384333    ,0.9925136768307578   ,0.9920543788580899   ,0.9925794150458171  ,0.9933932666940442 ,0.9925789615350049 ,0.9920627441690004   ,0.9925007224194099  ,0.9932016206410615  ,0.9924504572337549  ,0.9919858207581084  ,0.9924021053318752  ,0.9930715055507954   ,0.9924419341263933
